month,level_1,value
2001-07,MAS Core Inflation Measure,79.398
2001-08,All Items,75.678
2001-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-08,All Items Less Accommodation,78.193
2001-08,MAS Core Inflation Measure,79.323
2001-09,All Items,75.573
2001-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-09,All Items Less Accommodation,78.066
2001-09,MAS Core Inflation Measure,79.189
2001-10,All Items,75.383
2001-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-10,All Items Less Accommodation,77.849
2001-10,MAS Core Inflation Measure,79.065
2001-11,All Items,75.224
2001-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-11,All Items Less Accommodation,77.657
2001-11,MAS Core Inflation Measure,79.035
2001-12,All Items,75.068
2001-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-12,All Items Less Accommodation,77.469
2001-12,MAS Core Inflation Measure,78.936
2002-01,All Items,74.959
2002-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-01,All Items Less Accommodation,77.368
2002-01,MAS Core Inflation Measure,78.782
2002-02,All Items,75.18
2002-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-02,All Items Less Accommodation,77.636
2002-02,MAS Core Inflation Measure,79.042
2002-03,All Items,75.11
2002-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-03,All Items Less Accommodation,77.551
2002-03,MAS Core Inflation Measure,78.902
2002-04,All Items,75.19
2002-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-04,All Items Less Accommodation,77.696
2002-04,MAS Core Inflation Measure,78.96
2002-05,All Items,75.424
2002-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-05,All Items Less Accommodation,77.978
2002-05,MAS Core Inflation Measure,79.187
2002-06,All Items,75.378
2002-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-06,All Items Less Accommodation,77.922
2002-06,MAS Core Inflation Measure,79.19
2002-07,All Items,75.4
2002-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-07,All Items Less Accommodation,77.987
2002-07,MAS Core Inflation Measure,79.294
2002-08,All Items,75.347
2002-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-08,All Items Less Accommodation,77.923
2002-08,MAS Core Inflation Measure,79.227
2002-09,All Items,75.253
2002-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-09,All Items Less Accommodation,77.809
2002-09,MAS Core Inflation Measure,79.265
2002-10,All Items,75.232
2002-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-10,All Items Less Accommodation,77.811
2002-10,MAS Core Inflation Measure,79.238
2002-11,All Items,75.4
2002-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-11,All Items Less Accommodation,78.015
2002-11,MAS Core Inflation Measure,79.487
2002-12,All Items,75.396
2002-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-12,All Items Less Accommodation,78.012
2002-12,MAS Core Inflation Measure,79.564
2003-01,All Items,75.614
2003-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-01,All Items Less Accommodation,78.308
2003-01,MAS Core Inflation Measure,79.839
2003-02,All Items,75.475
2003-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-02,All Items Less Accommodation,78.141
2003-02,MAS Core Inflation Measure,79.595
2003-03,All Items,75.685
2003-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-03,All Items Less Accommodation,78.395
2003-03,MAS Core Inflation Measure,79.754
2003-04,All Items,75.839
2003-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-04,All Items Less Accommodation,78.624
2003-04,MAS Core Inflation Measure,80.136
2003-05,All Items,75.358
2003-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-05,All Items Less Accommodation,78.043
2003-05,MAS Core Inflation Measure,79.583
2003-06,All Items,75.133
2003-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-06,All Items Less Accommodation,77.771
2003-06,MAS Core Inflation Measure,79.257
2003-07,All Items,75.602
2003-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-07,All Items Less Accommodation,78.377
2003-07,MAS Core Inflation Measure,79.89
2003-08,All Items,75.691
2003-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-08,All Items Less Accommodation,78.484
2003-08,MAS Core Inflation Measure,80.015
2003-09,All Items,75.771
2003-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-09,All Items Less Accommodation,78.581
2003-09,MAS Core Inflation Measure,80.177
2003-10,All Items,75.719
2003-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-10,All Items Less Accommodation,78.552
2003-10,MAS Core Inflation Measure,80.132
2003-11,All Items,75.822
2003-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-11,All Items Less Accommodation,78.678
2003-11,MAS Core Inflation Measure,80.264
2003-12,All Items,75.958
2003-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-12,All Items Less Accommodation,78.842
2003-12,MAS Core Inflation Measure,80.43
2004-01,All Items,76.122
2004-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-01,All Items Less Accommodation,79.724
2004-01,MAS Core Inflation Measure,81.163
2004-02,All Items,76.999
2004-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-02,All Items Less Accommodation,79.839
2004-02,MAS Core Inflation Measure,81.244
2004-03,All Items,76.434
2004-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-03,All Items Less Accommodation,79.744
2004-03,MAS Core Inflation Measure,81.344
2004-04,All Items,76.949
2004-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-04,All Items Less Accommodation,79.855
2004-04,MAS Core Inflation Measure,81.436
2004-05,All Items,77.133
2004-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-05,All Items Less Accommodation,80.077
2004-05,MAS Core Inflation Measure,81.501
2004-06,All Items,76.53
2004-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-06,All Items Less Accommodation,79.927
2004-06,MAS Core Inflation Measure,81.355
2004-07,All Items,77.144
2004-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-07,All Items Less Accommodation,80.162
2004-07,MAS Core Inflation Measure,81.494
2004-08,All Items,77.045
2004-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-08,All Items Less Accommodation,80.043
2004-08,MAS Core Inflation Measure,81.426
2004-09,All Items,77.202
2004-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-09,All Items Less Accommodation,80.291
2004-09,MAS Core Inflation Measure,81.771
2004-10,All Items,77.174
2004-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-10,All Items Less Accommodation,80.19
2004-10,MAS Core Inflation Measure,81.757
2004-11,All Items,77.153
2004-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-11,All Items Less Accommodation,80.17
2004-11,MAS Core Inflation Measure,81.866
2004-12,All Items,76.954
2004-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-12,All Items Less Accommodation,79.934
2004-12,MAS Core Inflation Measure,81.79
2005-01,All Items,76.42
2005-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-01,All Items Less Accommodation,80.092
2005-01,MAS Core Inflation Measure,81.994
2005-02,All Items,76.982
2005-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-02,All Items Less Accommodation,79.966
2005-02,MAS Core Inflation Measure,82.062
2005-03,All Items,76.757
2005-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-03,All Items Less Accommodation,80.003
2005-03,MAS Core Inflation Measure,82.21
2005-04,All Items,77.229
2005-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-04,All Items Less Accommodation,80.249
2005-04,MAS Core Inflation Measure,82.219
2005-05,All Items,77.105
2005-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-05,All Items Less Accommodation,80.102
2005-05,MAS Core Inflation Measure,82.165
2005-06,All Items,76.402
2005-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-06,All Items Less Accommodation,79.85
2005-06,MAS Core Inflation Measure,81.97
2005-07,All Items,77.203
2005-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-07,All Items Less Accommodation,80.214
2005-07,MAS Core Inflation Measure,82.422
2005-08,All Items,77.568
2005-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-08,All Items Less Accommodation,80.656
2005-08,MAS Core Inflation Measure,82.681
2005-09,All Items,77.678
2005-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-09,All Items Less Accommodation,80.878
2005-09,MAS Core Inflation Measure,82.731
2005-10,All Items,77.994
2005-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-10,All Items Less Accommodation,81.164
2005-10,MAS Core Inflation Measure,83.185
2005-11,All Items,77.899
2005-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-11,All Items Less Accommodation,81.049
2005-11,MAS Core Inflation Measure,83.363
2005-12,All Items,77.924
2005-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-12,All Items Less Accommodation,81.072
2005-12,MAS Core Inflation Measure,83.43
2006-01,All Items,77.744
2006-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-01,All Items Less Accommodation,81.354
2006-01,MAS Core Inflation Measure,83.884
2006-02,All Items,77.899
2006-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-02,All Items Less Accommodation,81.034
2006-02,MAS Core Inflation Measure,83.725
2006-03,All Items,77.64
2006-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-03,All Items Less Accommodation,81.042
2006-03,MAS Core Inflation Measure,83.712
2006-04,All Items,78.063
2006-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-04,All Items Less Accommodation,81.211
2006-04,MAS Core Inflation Measure,83.673
2006-05,All Items,77.946
2006-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-05,All Items Less Accommodation,81.071
2006-05,MAS Core Inflation Measure,83.555
2006-06,All Items,77.456
2006-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-06,All Items Less Accommodation,80.795
2006-06,MAS Core Inflation Measure,83.436
2006-07,All Items,78.042
2006-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-07,All Items Less Accommodation,81.18
2006-07,MAS Core Inflation Measure,83.849
2006-08,All Items,78.085
2006-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-08,All Items Less Accommodation,81.224
2006-08,MAS Core Inflation Measure,83.977
2006-09,All Items,78.017
2006-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-09,All Items Less Accommodation,81.228
2006-09,MAS Core Inflation Measure,83.984
2006-10,All Items,78.322
2006-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-10,All Items Less Accommodation,81.517
2006-10,MAS Core Inflation Measure,84.305
2006-11,All Items,78.322
2006-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-11,All Items Less Accommodation,81.513
2006-11,MAS Core Inflation Measure,84.559
2006-12,All Items,78.554
2006-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-12,All Items Less Accommodation,81.785
2006-12,MAS Core Inflation Measure,84.769
2007-01,All Items,77.291
2007-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-01,All Items Less Accommodation,81.834
2007-01,MAS Core Inflation Measure,84.842
2007-02,All Items,77.869
2007-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-02,All Items Less Accommodation,81.721
2007-02,MAS Core Inflation Measure,84.91
2007-03,All Items,77.819
2007-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-03,All Items Less Accommodation,81.429
2007-03,MAS Core Inflation Measure,84.781
2007-04,All Items,78.417
2007-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-04,All Items Less Accommodation,81.736
2007-04,MAS Core Inflation Measure,84.678
2007-05,All Items,78.932
2007-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-05,All Items Less Accommodation,82.078
2007-05,MAS Core Inflation Measure,84.752
2007-06,All Items,78.778
2007-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-06,All Items Less Accommodation,82.151
2007-06,MAS Core Inflation Measure,84.761
2007-07,All Items,80.36
2007-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-07,All Items Less Accommodation,83.273
2007-07,MAS Core Inflation Measure,85.923
2007-08,All Items,80.778
2007-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-08,All Items Less Accommodation,83.51
2007-08,MAS Core Inflation Measure,86.124
2007-09,All Items,80.365
2007-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-09,All Items Less Accommodation,83.438
2007-09,MAS Core Inflation Measure,86.303
2007-10,All Items,81.503
2007-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-10,All Items Less Accommodation,84.168
2007-10,MAS Core Inflation Measure,86.783
2007-11,All Items,82.127
2007-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-11,All Items Less Accommodation,84.684
2007-11,MAS Core Inflation Measure,87.293
2007-12,All Items,81.555
2007-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-12,All Items Less Accommodation,86.218
2007-12,MAS Core Inflation Measure,88.474
2008-01,All Items,82.415
2008-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.208
2008-01,All Items Less Accommodation,86.401
2008-01,MAS Core Inflation Measure,89.069
2008-02,All Items,82.974
2008-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.49
2008-02,All Items Less Accommodation,86.649
2008-02,MAS Core Inflation Measure,89.381
2008-03,All Items,83.047
2008-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.171
2008-03,All Items Less Accommodation,86.652
2008-03,MAS Core Inflation Measure,89.537
2008-04,All Items,84.355
2008-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.3
2008-04,All Items Less Accommodation,87.383
2008-04,MAS Core Inflation Measure,90.115
2008-05,All Items,84.876
2008-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.557
2008-05,All Items Less Accommodation,87.611
2008-05,MAS Core Inflation Measure,90.221
2008-06,All Items,84.721
2008-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.03
2008-06,All Items Less Accommodation,87.533
2008-06,MAS Core Inflation Measure,90.272
2008-07,All Items,85.644
2008-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.834
2008-07,All Items Less Accommodation,87.807
2008-07,MAS Core Inflation Measure,90.778
2008-08,All Items,85.974
2008-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.9
2008-08,All Items Less Accommodation,87.835
2008-08,MAS Core Inflation Measure,91.118
2008-09,All Items,85.79
2008-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.473
2008-09,All Items Less Accommodation,87.769
2008-09,MAS Core Inflation Measure,91.146
2008-10,All Items,86.738
2008-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.45
2008-10,All Items Less Accommodation,88.374
2008-10,MAS Core Inflation Measure,92.089
2008-11,All Items,86.679
2008-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.262
2008-11,All Items Less Accommodation,88.166
2008-11,MAS Core Inflation Measure,92.123
2008-12,All Items,85.931
2008-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.299
2008-12,All Items Less Accommodation,87.633
2008-12,MAS Core Inflation Measure,92.201
2009-01,All Items,85.937
2009-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.279
2009-01,All Items Less Accommodation,87.118
2009-01,MAS Core Inflation Measure,91.48
2009-02,All Items,85.665
2009-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.967
2009-02,All Items Less Accommodation,86.798
2009-02,MAS Core Inflation Measure,91.103
2009-03,All Items,85.178
2009-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.437
2009-03,All Items Less Accommodation,86.701
2009-03,MAS Core Inflation Measure,91.228
2009-04,All Items,84.629
2009-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,85.837
2009-04,All Items Less Accommodation,86.142
2009-04,MAS Core Inflation Measure,90.346
2009-05,All Items,85.082
2009-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.453
2009-05,All Items Less Accommodation,86.288
2009-05,MAS Core Inflation Measure,90.145
2009-06,All Items,84.707
2009-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.075
2009-06,All Items Less Accommodation,86.418
2009-06,MAS Core Inflation Measure,90.004
2009-07,All Items,85.431
2009-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.006
2009-07,All Items Less Accommodation,86.888
2009-07,MAS Core Inflation Measure,90.299
2009-08,All Items,85.737
2009-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.423
2009-08,All Items Less Accommodation,87.339
2009-08,MAS Core Inflation Measure,90.362
2009-09,All Items,85.436
2009-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.116
2009-09,All Items Less Accommodation,87.252
2009-09,MAS Core Inflation Measure,90.342
2009-10,All Items,85.951
2009-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.779
2009-10,All Items Less Accommodation,87.715
2009-10,MAS Core Inflation Measure,90.809
2009-11,All Items,85.996
2009-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.861
2009-11,All Items Less Accommodation,87.803
2009-11,MAS Core Inflation Measure,90.813
2009-12,All Items,85.478
2009-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.251
2009-12,All Items Less Accommodation,87.737
2009-12,MAS Core Inflation Measure,90.871
2010-01,All Items,86.113
2010-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.023
2010-01,All Items Less Accommodation,87.976
2010-01,MAS Core Inflation Measure,90.984
2010-02,All Items,86.481
2010-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.473
2010-02,All Items Less Accommodation,88.451
2010-02,MAS Core Inflation Measure,91.477
2010-03,All Items,86.548
2010-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.53
2010-03,All Items Less Accommodation,88.709
2010-03,MAS Core Inflation Measure,91.556
2010-04,All Items,87.338
2010-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,89.452
2010-04,All Items Less Accommodation,89.467
2010-04,MAS Core Inflation Measure,91.761
2010-05,All Items,87.841
2010-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,89.998
2010-05,All Items Less Accommodation,90.036
2010-05,MAS Core Inflation Measure,91.703
2010-06,All Items,87.002
2010-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.917
2010-06,All Items Less Accommodation,89.412
2010-06,MAS Core Inflation Measure,91.574
2010-07,All Items,88.117
2010-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.159
2010-07,All Items Less Accommodation,90.166
2010-07,MAS Core Inflation Measure,92.121
2010-08,All Items,88.524
2010-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.579
2010-08,All Items Less Accommodation,90.6
2010-08,MAS Core Inflation Measure,92.481
2010-09,All Items,88.572
2010-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.46
2010-09,All Items Less Accommodation,90.535
2010-09,MAS Core Inflation Measure,92.463
2010-10,All Items,88.97
2010-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.802
2010-10,All Items Less Accommodation,90.8
2010-10,MAS Core Inflation Measure,92.601
2010-11,All Items,89.265
2010-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.031
2010-11,All Items Less Accommodation,91.028
2010-11,MAS Core Inflation Measure,92.792
2010-12,All Items,89.401
2010-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.024
2010-12,All Items Less Accommodation,91.504
2010-12,MAS Core Inflation Measure,92.781
2011-01,All Items,90.86
2011-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.626
2011-01,All Items Less Accommodation,92.668
2011-01,MAS Core Inflation Measure,92.804
2011-02,All Items,90.793
2011-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.41
2011-02,All Items Less Accommodation,92.424
2011-02,MAS Core Inflation Measure,93.1
2011-03,All Items,90.913
2011-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.365
2011-03,All Items Less Accommodation,92.405
2011-03,MAS Core Inflation Measure,93.215
2011-04,All Items,91.231
2011-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.543
2011-04,All Items Less Accommodation,93.207
2011-04,MAS Core Inflation Measure,93.771
2011-05,All Items,91.778
2011-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.024
2011-05,All Items Less Accommodation,93.001
2011-05,MAS Core Inflation Measure,93.659
2011-06,All Items,91.561
2011-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.56
2011-06,All Items Less Accommodation,92.995
2011-06,MAS Core Inflation Measure,93.659
2011-07,All Items,92.913
2011-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.951
2011-07,All Items Less Accommodation,93.922
2011-07,MAS Core Inflation Measure,94.107
2011-08,All Items,93.583
2011-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.573
2011-08,All Items Less Accommodation,94.559
2011-08,MAS Core Inflation Measure,94.482
2011-09,All Items,93.408
2011-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.283
2011-09,All Items Less Accommodation,94.292
2011-09,MAS Core Inflation Measure,94.449
2011-10,All Items,93.791
2011-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.539
2011-10,All Items Less Accommodation,94.493
2011-10,MAS Core Inflation Measure,94.733
2011-11,All Items,94.314
2011-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.034
2011-11,All Items Less Accommodation,95.002
2011-11,MAS Core Inflation Measure,95.005
2011-12,All Items,94.349
2011-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.942
2011-12,All Items Less Accommodation,95.398
2011-12,MAS Core Inflation Measure,95.235
2012-01,All Items,95.225
2012-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.863
2012-01,All Items Less Accommodation,95.847
2012-01,MAS Core Inflation Measure,96.061
2012-02,All Items,94.966
2012-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.423
2012-02,All Items Less Accommodation,95.37
2012-02,MAS Core Inflation Measure,95.857
2012-03,All Items,95.686
2012-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.157
2012-03,All Items Less Accommodation,96.185
2012-03,MAS Core Inflation Measure,95.956
2012-04,All Items,96.199
2012-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.643
2012-04,All Items Less Accommodation,96.621
2012-04,MAS Core Inflation Measure,96.302
2012-05,All Items,96.4
2012-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.765
2012-05,All Items Less Accommodation,96.739
2012-05,MAS Core Inflation Measure,96.184
2012-06,All Items,96.407
2012-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.656
2012-06,All Items Less Accommodation,96.613
2012-06,MAS Core Inflation Measure,96.153
2012-07,All Items,96.63
2012-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.808
2012-07,All Items Less Accommodation,96.758
2012-07,MAS Core Inflation Measure,96.37
2012-08,All Items,97.231
2012-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.415
2012-08,All Items Less Accommodation,97.385
2012-08,MAS Core Inflation Measure,96.608
2012-09,All Items,97.788
2012-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.003
2012-09,All Items Less Accommodation,97.966
2012-09,MAS Core Inflation Measure,96.712
2012-10,All Items,97.589
2012-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.687
2012-10,All Items Less Accommodation,97.622
2012-10,MAS Core Inflation Measure,96.853
2012-11,All Items,97.714
2012-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.757
2012-11,All Items Less Accommodation,97.684
2012-11,MAS Core Inflation Measure,96.881
2012-12,All Items,98.429
2012-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.536
2012-12,All Items Less Accommodation,98.499
2012-12,MAS Core Inflation Measure,97.046
2013-01,All Items,98.615
2013-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.66
2013-01,All Items Less Accommodation,98.602
2013-01,MAS Core Inflation Measure,97.225
2013-02,All Items,99.605
2013-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.774
2013-02,All Items Less Accommodation,99.758
2013-02,MAS Core Inflation Measure,97.65
2013-03,All Items,99.07
2013-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.065
2013-03,All Items Less Accommodation,99.003
2013-03,MAS Core Inflation Measure,97.564
2013-04,All Items,97.601
2013-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.217
2013-04,All Items Less Accommodation,97.786
2013-04,MAS Core Inflation Measure,97.613
2013-05,All Items,97.948
2013-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.579
2013-05,All Items Less Accommodation,97.386
2013-05,MAS Core Inflation Measure,97.773
2013-06,All Items,98.148
2013-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.767
2013-06,All Items Less Accommodation,97.581
2013-06,MAS Core Inflation Measure,97.785
2013-07,All Items,98.422
2013-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.039
2013-07,All Items Less Accommodation,98.346
2013-07,MAS Core Inflation Measure,97.88
2013-08,All Items,99.215
2013-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.948
2013-08,All Items Less Accommodation,98.808
2013-08,MAS Core Inflation Measure,98.325
2013-09,All Items,99.362
2013-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.101
2013-09,All Items Less Accommodation,98.941
2013-09,MAS Core Inflation Measure,98.359
2013-10,All Items,99.518
2013-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.273
2013-10,All Items Less Accommodation,99.57
2013-10,MAS Core Inflation Measure,98.626
2013-11,All Items,100.222
2013-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.11
2013-11,All Items Less Accommodation,99.995
2013-11,MAS Core Inflation Measure,98.944
2013-12,All Items,99.904
2013-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.731
2013-12,All Items Less Accommodation,99.595
2013-12,MAS Core Inflation Measure,99.032
2014-01,All Items,100.007
2014-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.805
2014-01,All Items Less Accommodation,99.671
2014-01,MAS Core Inflation Measure,99.424
2014-02,All Items,99.984
2014-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.792
2014-02,All Items Less Accommodation,99.658
2014-02,MAS Core Inflation Measure,99.355
2014-03,All Items,100.251
2014-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.141
2014-03,All Items Less Accommodation,100.03
2014-03,MAS Core Inflation Measure,99.57
2014-04,All Items,99.842
2014-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.675
2014-04,All Items Less Accommodation,100.236
2014-04,MAS Core Inflation Measure,99.903
2014-05,All Items,100.177
2014-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.114
2014-05,All Items Less Accommodation,99.971
2014-05,MAS Core Inflation Measure,99.968
2014-06,All Items,100.009
2014-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.956
2014-06,All Items Less Accommodation,99.812
2014-06,MAS Core Inflation Measure,99.85
2014-07,All Items,99.712
